Unnamed: 0,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
1258,80,RL,59.0,9587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,201,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,,Attchd,Fin,2,400,TA,TA,Y,212,0,,0,7,WD,Normal,190000,3,3,1821,2022,3.0,0
1259,20,RL,65.0,9750,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,LwQ,14,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,Unf,2,460,TA,TA,Y,180,0,,0,7,WD,Normal,151000,39,39,2094,2108,2.5,80
1260,60,RL,0.0,24682,Pave,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,841,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,502,TA,TA,Y,0,0,,0,6,WD,Normal,181000,10,10,1675,2516,2.5,103
1261,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,546,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,,Attchd,Unf,1,338,TA,TA,Y,0,0,,0,6,WD,Normal,128900,53,53,1554,2100,1.0,0
1262,50,RL,0.0,11250,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1104,GasA,Ex,Y,FuseA,0,5,1,TA,8,Min2,2,TA,Attchd,Unf,1,304,TA,TA,Y,120,0,,0,11,WD,Normal,161500,52,20,1788,2892,2.0,0
1263,70,RL,60.0,13515,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,764,GasA,Ex,Y,FuseA,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,520,TA,TA,N,0,0,,0,7,WD,Normal,180500,88,57,1824,2588,1.0,126
1264,120,RH,34.0,4060,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1139,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,,Attchd,Fin,2,511,TA,TA,Y,144,0,,0,8,COD,Abnorml,181000,10,9,1603,2742,3.0,68
1265,160,FV,35.0,3735,Pave,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,241,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Detchd,Unf,2,506,TA,TA,Y,0,0,,0,3,WD,Normal,183900,7,7,1902,2143,3.5,34
1266,190,RM,60.0,10120,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,Fa,TA,CBlock,TA,TA,No,Unf,Unf,925,GasA,TA,N,FuseF,0,4,2,TA,9,Typ,1,Gd,Detchd,Unf,1,308,TA,TA,N,0,0,,0,1,WD,Normal,122000,97,57,1889,2814,1.5,264
1267,20,RL,89.0,13214,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,Stucco,CmentBd,,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2002,GasA,Ex,Y,SBrkr,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,746,TA,TA,Y,144,0,,0,5,WD,Normal,378500,2,1,2018,4020,2.0,76
1268,50,RL,0.0,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,Unf,536,GasA,Ex,Y,SBrkr,0,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,3,1014,TA,TA,Y,314,0,,0,5,WD,Normal,381000,73,11,3639,4175,3.5,12
1269,50,RL,78.0,11344,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,414,GasW,TA,Y,FuseA,0,3,1,TA,7,Typ,0,,Attchd,Unf,1,315,TA,TA,Y,0,0,,0,7,WD,Normal,144000,49,49,1984,2398,1.5,0
1270,40,RL,0.0,23595,Pave,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,Shed,WdShake,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,74,GasA,TA,Y,SBrkr,0,0,1,Gd,4,Typ,1,TA,Attchd,Fin,2,586,TA,TA,Y,268,0,,0,4,WD,Normal,260000,31,31,2782,2856,2.5,0
1271,20,RL,0.0,9156,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1489,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,462,TA,TA,Y,0,0,,0,8,WD,Normal,185750,41,41,1489,2978,2.0,0
1272,20,RL,0.0,13526,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,,Attchd,Unf,1,288,TA,TA,Y,180,0,,0,11,WD,Normal,137000,41,41,1870,1870,2.0,0
1273,80,RL,124.0,11512,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,300,GasA,Gd,Y,SBrkr,0,2,1,Ex,5,Typ,1,Gd,Basment,RFn,1,312,TA,TA,Y,0,0,,0,5,WD,Normal,177000,49,2,2076,2376,2.0,163
1274,50,RL,53.0,5362,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,661,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,552,TA,TA,Y,242,0,,0,11,WD,Normal,139000,97,4,1250,1911,2.0,81
1275,90,RL,95.0,11345,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,Gable,Roll,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,708,GasA,Gd,Y,FuseA,0,4,2,TA,10,Typ,0,,Detchd,Unf,2,400,TA,Fa,Y,0,0,,0,7,WD,Normal,137000,59,57,2140,2848,2.0,0
1276,60,RL,0.0,12936,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,130,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,497,TA,TA,Y,294,0,,0,12,WD,Normal,162000,37,37,1988,2118,2.0,116
1277,80,RL,0.0,17871,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,1152,GasA,Fa,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Attchd,RFn,2,480,TA,TA,Y,0,0,,0,6,WD,Normal,197900,42,33,2252,3404,2.5,0
1278,60,RL,75.0,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,324,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,577,TA,TA,Y,0,0,,0,3,WD,Normal,237000,6,6,2835,3159,3.5,211
1279,50,C (all),60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,698,GasA,TA,Y,FuseA,0,2,1,TA,6,Typ,0,,Detchd,RFn,2,528,TA,TA,Y,30,0,,0,4,COD,Abnorml,68400,90,60,1128,1826,1.0,164
1280,20,RL,67.0,9808,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,785,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,544,TA,TA,Y,0,0,,0,3,WD,Normal,227000,7,7,2361,3146,3.0,72
1281,20,RL,50.0,8049,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,256,GasA,TA,Y,SBrkr,0,2,1,TA,6,Typ,1,TA,Attchd,Fin,2,484,Gd,Gd,Y,0,0,,0,7,WD,Normal,180000,16,16,2392,2648,3.0,148
1282,20,RL,61.0,8800,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,Rec,364,GasA,TA,Y,SBrkr,0,3,1,Gd,5,Typ,0,,Detchd,Unf,2,484,TA,TA,Y,0,0,,0,9,WD,Normal,150500,32,1,1716,2080,2.0,288
1283,90,RL,94.0,9400,Pave,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,Mansard,CompShg,MetalSd,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,912,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,,,,0,0,,,Y,128,0,,0,4,WD,Normal,139000,39,39,1824,2736,3.0,0
1284,50,RL,50.0,9638,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,804,GasA,Ex,Y,SBrkr,0,4,1,Gd,10,Min2,1,Gd,Detchd,Unf,1,336,TA,TA,Y,272,0,,0,3,WD,Normal,169000,91,20,2447,3251,2.0,158
1285,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,780,GasA,Ex,Y,FuseF,0,4,1,TA,6,Typ,1,Gd,Detchd,Unf,1,280,TA,TA,Y,45,0,,0,5,WD,Normal,132500,70,59,1412,2192,1.0,0
1286,20,RL,0.0,9790,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,Rec,678,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2,528,TA,TA,Y,0,0,,0,6,WD,Normal,143000,47,47,1978,2656,2.5,26
1287,20,RL,0.0,36500,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,Unf,812,GasA,Fa,Y,SBrkr,0,4,1,TA,7,Typ,0,,Attchd,Unf,2,390,TA,TA,N,168,0,,0,6,WD,Normal,190000,42,42,2394,3206,2.5,198
1288,120,RL,40.0,5664,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,343,GasA,Ex,Y,SBrkr,0,2,1,Ex,5,Typ,1,Ex,Attchd,Fin,2,499,TA,TA,Y,212,0,,0,10,WD,Normal,278000,9,9,2817,3160,3.0,59
1289,60,RL,86.0,11065,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1085,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,3,753,TA,TA,Y,177,0,,0,10,New,Partial,281000,0,0,1970,3055,2.5,74
1290,80,RL,0.0,14112,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,Unf,138,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,227,0,,0,4,WD,Normal,180500,46,46,2166,2304,2.0,0
1291,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,399,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,,Detchd,Unf,1,264,TA,TA,Y,185,0,,0,2,WD,Normal,119500,37,37,1533,1932,2.5,0
1292,70,RM,60.0,6600,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,Stone,TA,TA,No,Unf,Unf,994,GasA,TA,N,SBrkr,0,4,2,TA,11,Min2,0,,Attchd,RFn,1,432,TA,TA,Y,0,0,,0,12,WD,Normal,107500,117,44,2372,3366,2.0,287
1293,60,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,638,GasA,TA,Y,SBrkr,0,4,1,TA,8,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,0,0,,0,3,WD,Normal,162900,30,30,1858,2496,2.5,287
1294,20,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,WdShing,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,697,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,,Detchd,Unf,2,572,TA,TA,N,0,0,,0,4,WD,Normal,115000,51,16,1031,1728,2.0,0
1295,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,36,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,0,,Attchd,RFn,1,288,TA,TA,Y,356,0,,0,11,WD,Normal,138500,38,38,2068,2104,2.5,0
1296,20,RL,80.0,8700,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,Unf,344,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,0,,Attchd,RFn,2,525,TA,TA,Y,192,0,,0,12,WD,Normal,155000,45,45,1904,2248,3.0,143
1297,180,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,GasA,Gd,Y,SBrkr,0,2,1,TA,5,Typ,0,,Basment,Fin,2,525,TA,TA,Y,0,0,,0,6,New,Partial,140000,1,0,1619,1619,3.0,44
1298,60,RL,313.0,63887,Pave,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,466,GasA,Ex,Y,SBrkr,0,3,1,Ex,12,Typ,3,Gd,Attchd,Fin,2,1418,TA,TA,Y,214,480,Gd,0,1,New,Partial,160000,0,0,11286,11752,4.5,292
1299,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Rec,0,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,1,305,TA,TA,Y,218,0,,0,5,WD,Normal,154000,51,16,2492,2492,2.5,0
1300,60,RL,0.0,10762,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,284,GasA,Ex,Y,SBrkr,0,3,1,Gd,9,Typ,1,TA,Attchd,Fin,2,490,TA,TA,Y,0,0,,0,5,WD,Normal,225000,10,10,2677,2961,2.5,0
1301,70,RL,0.0,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,224,GasA,Fa,Y,SBrkr,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,1,213,TA,TA,P,0,0,,0,11,WD,Normal,177500,67,59,2041,2265,1.0,224
1302,60,RL,92.0,10120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,425,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3,844,TA,TA,Y,309,0,,0,12,WD,Normal,290000,12,12,3266,3691,3.5,78
1303,20,RL,73.0,8688,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1616,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,,Attchd,RFn,3,834,TA,TA,Y,208,0,,0,4,WD,Normal,232000,1,1,1616,3232,2.0,59
1304,160,RM,32.0,3363,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,976,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Maj1,0,,Detchd,Unf,2,380,TA,TA,Y,0,0,,0,4,WD,Normal,130000,2,2,1708,2684,2.0,40
1305,20,RL,108.0,13173,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,80,GasA,Ex,Y,SBrkr,0,2,1,Ex,6,Typ,2,Ex,Attchd,Fin,2,840,TA,TA,Y,404,0,,0,11,WD,Normal,325000,3,2,3224,3304,3.0,102
1306,120,RL,48.0,6955,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1368,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,474,TA,TA,Y,132,0,,0,9,New,Partial,202500,1,0,1368,2736,2.0,35
1307,20,RL,60.0,8072,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,Unf,244,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,0,,Detchd,Unf,2,480,TA,TA,Y,0,0,,0,5,WD,Normal,138000,15,14,1736,1980,2.0,64
1308,20,RM,100.0,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,GLQ,ALQ,172,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,0,,Attchd,Unf,2,528,TA,TA,Y,0,0,,0,5,WD,Normal,147000,60,3,1874,2046,2.0,36
1309,20,RL,0.0,7153,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,78,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,496,TA,TA,Y,112,0,,0,6,WD,Normal,179200,17,17,2494,2572,3.0,51
1310,20,RL,100.0,17500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,Gable,CompShg,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,496,GasA,TA,Y,SBrkr,0,3,1,Ex,7,Typ,2,TA,Attchd,Fin,2,567,TA,TA,Y,0,0,,0,5,WD,Normal,335000,51,8,3308,3804,3.0,369
1311,20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,349,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,,Attchd,RFn,2,508,TA,TA,Y,264,0,,0,1,New,Partial,203000,2,0,2199,2548,3.0,98
1313,60,RL,108.0,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1393,GasA,Ex,Y,SBrkr,0,4,1,Gd,10,Typ,1,TA,BuiltIn,Fin,3,779,TA,TA,Y,668,0,,0,5,WD,Normal,333168,11,11,2599,3992,2.5,30
1314,20,RL,60.0,8190,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,216,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,TA,Detchd,Unf,1,280,TA,TA,Y,0,0,,0,10,WD,Normal,119000,53,53,1680,1896,2.0,36
1315,60,RL,85.0,11075,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,LwQ,176,GasA,TA,Y,SBrkr,0,4,1,TA,9,Typ,2,Gd,Attchd,Unf,2,576,TA,TA,Y,280,0,,0,6,WD,Normal,206900,39,39,2888,3064,2.5,0
1316,20,RL,61.0,10226,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,Unf,1622,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3,860,TA,TA,Y,172,0,,0,1,WD,Normal,295493,1,1,1630,3252,3.0,42
1317,120,FV,47.0,4230,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,Unf,1352,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2,466,TA,TA,Y,0,0,,0,4,New,Partial,208900,1,0,1352,2704,2.0,241
1318,20,RL,0.0,14781,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1753,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,748,TA,TA,Y,198,0,,0,8,WD,Normal,275000,5,4,1787,3540,2.0,150
