,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,HouseAge,HouseModelAge,TotalSF,TotalArea,TotalBath,TotalPorchSF
1190,1191,190,RL,0.0,32463,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,90,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,2Types,Fin,4,1356,TA,TA,Y,439,0,NA,0,3,WD,Normal,168000,46,32,2781,2871,2.0,0
1191,1192,160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,776,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2,492,TA,TA,Y,206,0,NA,0,11,WD,Normal,174000,8,7,1441,2217,2.5,0
1192,1193,50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,702,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Detchd,Unf,1,250,TA,Fa,P,0,0,NA,0,7,WD,Normal,125000,82,13,1472,2174,1.0,84
1193,1194,120,RM,0.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,341,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,402,TA,TA,Y,0,0,NA,0,6,WD,Normal,165000,10,10,2107,2448,3.0,304
1194,1195,60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,292,GasA,TA,Y,SBrkr,0,4,1,TA,7,Typ,0,NA,Attchd,Fin,1,299,TA,TA,Y,379,0,NA,0,3,WD,Normal,158000,41,41,1723,2015,1.5,36
1195,1196,60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,NA,Attchd,Fin,2,400,TA,TA,Y,100,0,NA,0,7,WD,Normal,176000,3,3,1456,2184,2.5,24
1196,1197,60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,879,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,660,TA,TA,Y,100,0,NA,0,11,New,Partial,219210,0,0,1863,2742,2.5,17
1197,1198,75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,815,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,Y,0,0,NA,0,7,ConLw,Normal,144000,90,56,1690,2505,1.0,330
1198,1199,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1212,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,573,TA,TA,Y,356,0,NA,0,6,WD,Normal,178000,8,8,1212,2424,2.0,0
1199,1200,20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,504,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,459,TA,TA,Y,0,0,NA,0,10,WD,Normal,148000,43,27,1929,2433,1.5,82
1200,1201,20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,864,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,280,TA,TA,Y,0,0,NA,0,7,Oth,Abnorml,116050,36,36,864,1728,1.0,0
1201,1202,60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,866,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,546,TA,TA,Y,198,0,NA,0,3,WD,Normal,197900,11,11,1779,2645,2.5,36
1202,1203,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,884,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,216,TA,TA,N,0,0,NA,0,5,WD,Normal,117000,84,12,1348,2232,2.0,208
1203,1204,20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1630,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,74,0,NA,0,10,WD,Normal,213000,9,8,1630,3260,2.0,234
1204,1205,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,268,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,2,495,TA,TA,Y,0,0,NA,0,7,WD,Normal,153500,31,31,1862,2130,2.5,88
1205,1206,20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,1496,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,701,TA,TA,Y,84,0,NA,0,6,WD,Normal,271900,19,18,2858,4354,2.0,70
1206,1207,20,RH,0.0,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,384,TA,TA,Y,0,0,NA,0,11,WD,Normal,107000,40,40,2112,2112,2.0,42
1207,1208,20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1342,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,544,TA,TA,Y,192,0,NA,0,5,WD,Normal,200000,3,3,2040,3382,3.0,23
1208,1209,20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,319,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,506,TA,TA,Y,0,0,NA,0,10,WD,Normal,140000,46,28,1895,2214,2.0,0
1209,1210,20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,440,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,500,TA,TA,Y,322,0,NA,0,5,New,Partial,290000,0,0,2880,3320,3.0,50
1210,1211,60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1055,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,462,TA,TA,Y,635,0,NA,400,5,WD,Normal,189000,18,18,1845,2900,2.5,104
1211,1212,50,RL,152.0,12134,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,132,GasA,Gd,Y,SBrkr,0,4,1,TA,8,Typ,0,NA,Basment,RFn,2,492,TA,TA,Y,325,0,NA,0,6,WD,Normal,164000,22,5,2179,2311,2.0,12
1212,1213,30,RL,50.0,9340,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,328,GasA,TA,Y,SBrkr,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,234,TA,TA,N,0,0,NA,0,8,WD,Normal,113000,68,59,1016,1344,2.0,113
1213,1214,80,RL,0.0,10246,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,0,GasA,Ex,Y,SBrkr,0,0,1,TA,3,Typ,0,NA,Attchd,Unf,1,364,TA,TA,Y,88,0,NA,0,5,WD,Normal,145000,41,5,1608,1608,1.5,0
1214,1215,85,RL,69.0,10205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,141,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,300,TA,TA,Y,150,0,NA,0,5,WD,Normal,134500,44,44,1783,1924,2.0,72
1215,1216,20,RL,99.0,7094,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,340,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,NA,Detchd,RFn,1,384,TA,TA,Y,0,0,NA,0,5,WD,Normal,125000,41,41,1448,1788,1.0,0
1216,1217,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,4,2,TA,8,Typ,0,NA,Attchd,Unf,2,539,TA,TA,Y,0,0,NA,0,4,WD,Normal,112000,32,32,1902,1902,2.0,0
1217,1218,20,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,364,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,552,TA,TA,Y,135,0,NA,0,9,New,Partial,229456,0,0,2250,2614,3.0,112
1218,1219,50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,GasA,Gd,N,SBrkr,0,2,1,TA,3,Typ,0,NA,NA,None,0,0,NA,NA,N,0,0,NA,0,7,WD,Normal,80500,59,56,912,912,1.0,0
1219,1220,160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,672,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,0,NA,NA,None,0,0,NA,NA,N,201,0,NA,0,4,WD,Abnorml,91500,35,35,1218,1890,1.5,0
1220,1221,20,RL,66.0,7800,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,NA,Attchd,Unf,1,288,TA,TA,Y,0,0,NA,0,11,WD,Abnorml,115000,42,42,1824,1824,1.0,0
1221,1222,20,RL,55.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,210,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,TA,Attchd,Unf,1,322,TA,TA,Y,0,0,NA,0,8,WD,Normal,134000,40,40,1953,2163,1.0,63
1222,1223,50,RL,78.0,10496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,844,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1,315,TA,TA,Y,0,0,NA,0,1,WD,Normal,143000,58,57,2042,2886,2.0,0
1223,1224,20,RL,89.0,10680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,1380,GasA,TA,N,FuseA,0,4,1,TA,7,Mod,0,NA,Detchd,Unf,2,528,TA,TA,Y,0,0,NA,0,10,WD,Normal,137900,55,55,2892,4272,2.0,30
1224,1225,60,RL,60.0,15384,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,64,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,388,TA,TA,Y,100,0,NA,0,2,WD,Normal,184000,4,3,2214,2278,3.5,75
1225,1226,80,RL,65.0,10482,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,81,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,1,264,TA,TA,Y,224,0,NA,0,6,WD,Normal,145000,49,49,1645,1726,1.5,0
1226,1227,60,RL,86.0,14598,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,894,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,668,TA,TA,Y,100,0,NA,0,1,WD,Normal,214000,1,1,1933,2827,2.5,18
1227,1228,20,RL,72.0,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,317,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,0,NA,0,12,WD,Normal,147000,43,0,1507,1824,2.0,240
1228,1229,120,RL,65.0,8769,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,162,GasA,Ex,Y,SBrkr,0,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1052,TA,TA,Y,0,0,NA,0,10,New,Partial,367294,0,0,3242,3404,2.5,296
1229,1230,80,RL,70.0,7910,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,409,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Maj1,0,NA,Basment,Unf,1,404,TA,TA,Y,0,0,NA,0,8,WD,Normal,127000,48,48,2173,2582,2.0,0
1230,1231,90,RL,0.0,18890,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,Shed,CompShg,Plywood,Plywood,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,652,GasA,Ex,Y,SBrkr,0,4,2,TA,12,Typ,1,TA,BuiltIn,RFn,2,600,TA,TA,N,155,0,NA,8300,8,WD,Normal,190000,30,30,3329,3981,3.0,169
1231,1232,90,RL,70.0,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,303,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,540,TA,TA,Y,0,0,NA,0,5,WD,Normal,132500,44,44,1993,2296,2.0,18
1232,1233,90,RL,70.0,9842,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,GasA,TA,Y,SBrkr,0,2,2,TA,6,Typ,0,NA,CarPort,Unf,2,462,TA,TA,Y,0,0,NA,0,3,WD,Normal,101800,45,45,1224,1224,2.0,0
1233,1234,20,RL,0.0,12160,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,188,GasA,Fa,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,RFn,2,531,TA,TA,Y,0,0,NA,0,5,COD,Abnorml,142000,51,51,2188,2376,2.0,0
1234,1235,70,RH,55.0,8525,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,Unf,940,GasA,TA,N,FuseA,0,4,1,TA,7,Typ,0,NA,NA,None,0,0,NA,NA,N,0,0,NA,0,11,WD,Abnorml,130000,97,58,1964,2904,1.5,192
1235,1236,70,RL,96.0,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,747,GasA,Gd,Y,FuseF,0,4,1,TA,9,Typ,0,NA,Detchd,Unf,1,180,Fa,Fa,N,203,0,NA,0,7,WD,Normal,138887,92,56,1784,2531,1.5,40
1236,1237,160,RL,36.0,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,0,NA,BuiltIn,RFn,2,474,TA,TA,Y,0,0,NA,0,6,WD,Normal,175500,7,7,1626,2390,2.5,27
1237,1238,60,RL,41.0,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,847,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,TA,Y,100,0,NA,0,9,WD,Normal,195000,2,1,1948,2795,2.5,48
1238,1239,20,RL,63.0,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1141,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,484,TA,TA,Y,0,0,NA,0,3,WD,Abnorml,142500,1,1,1141,2282,1.5,0
1239,1240,20,RL,64.0,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1048,GasA,Ex,Y,SBrkr,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,472,TA,TA,Y,120,0,NA,0,12,WD,Normal,265900,1,1,1912,2960,2.0,33
1240,1241,60,RL,65.0,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,334,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,NA,Attchd,RFn,2,543,TA,TA,Y,0,0,NA,0,7,WD,Normal,224900,5,5,2318,2652,3.5,63
1241,1242,20,RL,83.0,9849,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,3,954,TA,TA,Y,0,0,NA,0,6,New,Partial,248328,0,0,1689,3378,2.0,56
1242,1243,85,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,0,GasA,TA,Y,SBrkr,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,528,TA,TA,Y,0,0,NA,0,1,WD,Family,170000,36,36,2226,2226,3.0,120
1243,1244,20,RL,107.0,13891,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,Unf,690,GasA,Ex,Y,SBrkr,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,850,TA,TA,Y,216,0,NA,0,9,New,Partial,465000,0,0,3462,4152,3.5,229
1244,1245,70,RL,0.0,11435,Pave,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,792,GasA,Fa,Y,SBrkr,0,3,1,Gd,7,Typ,2,Gd,Detchd,Unf,2,400,TA,TA,Y,0,0,NA,0,6,WD,Normal,230000,77,56,1517,2309,1.0,0
1245,1246,80,RL,78.0,12090,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,585,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,477,TA,TA,Y,268,0,NA,0,1,WD,Abnorml,178000,23,4,1868,2453,3.5,259
1246,1247,60,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,756,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,615,TA,TA,Y,0,0,NA,0,3,New,Partial,186500,1,0,1553,2309,2.5,45
1247,1248,80,RL,0.0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,473,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,3,888,TA,TA,Y,0,0,NA,0,5,WD,Normal,169900,34,34,1573,2046,2.0,0
1248,1249,75,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,416,OthW,Fa,N,SBrkr,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,396,Fa,Fa,P,0,0,NA,0,4,WD,Normal,129500,91,58,2377,2793,1.5,259
